Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,3.680299997329712,3.6191000938415527,3.6191000938415527,3.6191000938415527,0.0,3.6191000938415527
2012-01-03,3.672600030899048,3.6454999446868896,3.6689999103546143,3.670799970626831,0.0,3.670799970626831
2012-01-04,3.696199893951416,3.655400037765503,3.6673998832702637,3.6675000190734863,0.0,3.6675000190734863
2012-01-05,3.7114999294281006,3.683799982070923,3.6856000423431396,3.6856000423431396,0.0,3.6856000423431396
2012-01-06,3.7002999782562256,3.6665000915527344,3.6995999813079834,3.699700117111206,0.0,3.699700117111206
2012-01-09,3.703000068664551,3.6846001148223877,3.6977999210357666,3.68969988822937,0.0,3.68969988822937
2012-01-10,3.7091000080108643,3.663800001144409,3.7012999057769775,3.7014999389648438,0.0,3.7014999389648438
2012-01-11,3.691200017929077,3.6691999435424805,3.6730000972747803,3.6735000610351562,0.0,3.6735000610351562
2012-01-12,3.684499979019165,3.641200065612793,3.679500102996826,3.6777000427246094,0.0,3.6777000427246094
2012-01-13,3.664900064468384,3.623199939727783,3.6382999420166016,3.635699987411499,0.0,3.635699987411499
2012-01-16,3.662100076675415,3.624799966812134,3.6545000076293945,3.653599977493286,0.0,3.653599977493286
2012-01-17,3.637500047683716,3.6029999256134033,3.6315999031066895,3.6317999362945557,0.0,3.6317999362945557
2012-01-18,3.6043999195098877,3.5769999027252197,3.599400043487549,3.602400064468384,0.0,3.602400064468384
2012-01-19,3.598099946975708,3.574899911880493,3.5908000469207764,3.59060001373291,0.0,3.59060001373291
2012-01-20,3.5831000804901123,3.558000087738037,3.559999942779541,3.5592000484466553,0.0,3.5592000484466553
2012-01-23,3.5715999603271484,3.5388998985290527,3.5666000843048096,3.56469988822937,0.0,3.56469988822937
2012-01-24,3.5699000358581543,3.5385000705718994,3.5394999980926514,3.5385000705718994,0.0,3.5385000705718994
2012-01-25,3.5615999698638916,3.524600028991699,3.5315001010894775,3.5304999351501465,0.0,3.5304999351501465
2012-01-26,3.525899887084961,3.500499963760376,3.5202999114990234,3.5201001167297363,0.0,3.5201001167297363
2012-01-27,3.519200086593628,3.4893999099731445,3.510200023651123,3.509999990463257,0.0,3.509999990463257
2012-01-30,3.539099931716919,3.4997000694274902,3.5032999515533447,3.5065999031066895,0.0,3.5065999031066895
2012-01-31,3.52839994430542,3.49180006980896,3.5248000621795654,3.5248000621795654,0.0,3.5248000621795654
2012-02-01,3.52839994430542,3.49180006980896,3.5248000621795654,3.5030999183654785,0.0,3.5030999183654785
2012-02-02,3.486999988555908,3.4670000076293945,3.4749999046325684,3.476099967956543,0.0,3.476099967956543
2012-02-03,3.4863998889923096,3.4526000022888184,3.472899913787842,3.4737000465393066,0.0,3.4737000465393066
2012-02-06,3.474600076675415,3.4393999576568604,3.4507999420166016,3.4505999088287354,0.0,3.4505999088287354
2012-02-07,3.4646999835968018,3.445499897003174,3.4577999114990234,3.45770001411438,0.0,3.45770001411438
2012-02-08,3.454699993133545,3.4230000972747803,3.4382998943328857,3.438199996948242,0.0,3.438199996948242
2012-02-09,3.4797000885009766,3.4456000328063965,3.4549999237060547,3.455199956893921,0.0,3.455199956893921
2012-02-10,3.4927000999450684,3.4602999687194824,3.461199998855591,3.4609999656677246,0.0,3.4609999656677246
2012-02-13,3.4763998985290527,3.45740008354187,3.468899965286255,3.4709999561309814,0.0,3.4709999561309814
2012-02-14,3.4765000343322754,3.4553000926971436,3.459199905395508,3.4593000411987305,0.0,3.4593000411987305
2012-02-15,3.4763998985290527,3.4460999965667725,3.4576001167297363,3.4591000080108643,0.0,3.4591000080108643
2012-02-16,3.5139000415802,3.4832000732421875,3.484100103378296,3.4839000701904297,0.0,3.4839000701904297
2012-02-17,3.4784998893737793,3.4558000564575195,3.4748001098632812,3.474600076675415,0.0,3.474600076675415
2012-02-20,3.458899974822998,3.439300060272217,3.4428999423980713,3.4419000148773193,0.0,3.4419000148773193
2012-02-21,3.466399908065796,3.444999933242798,3.458199977874756,3.456899881362915,0.0,3.456899881362915
2012-02-22,3.4762001037597656,3.451200008392334,3.452500104904175,3.4523000717163086,0.0,3.4523000717163086
2012-02-23,3.4790000915527344,3.460700035095215,3.4735000133514404,3.473299980163574,0.0,3.473299980163574
2012-02-24,3.4612998962402344,3.4453999996185303,3.4567999839782715,3.45770001411438,0.0,3.45770001411438
2012-02-27,3.4779000282287598,3.452199935913086,3.456199884414673,3.4554998874664307,0.0,3.4554998874664307
2012-02-28,3.461699962615967,3.433500051498413,3.454400062561035,3.4546000957489014,0.0,3.4546000957489014
2012-02-29,3.4300999641418457,3.4052000045776367,3.423799991607666,3.422600030899048,0.0,3.422600030899048
2012-03-01,3.430999994277954,3.401099920272827,3.4235000610351562,3.4235999584198,0.0,3.4235999584198
2012-03-02,3.412400007247925,3.3912999629974365,3.395900011062622,3.3965001106262207,0.0,3.3965001106262207
2012-03-05,3.429800033569336,3.400700092315674,3.40120005607605,3.4014999866485596,0.0,3.4014999866485596
2012-03-06,3.4607999324798584,3.418299913406372,3.4270999431610107,3.4268999099731445,0.0,3.4268999099731445
2012-03-07,3.4658000469207764,3.441800117492676,3.4532999992370605,3.453700065612793,0.0,3.453700065612793
2012-03-08,3.449199914932251,3.3998000621795654,3.44569993019104,3.444700002670288,0.0,3.444700002670288
2012-03-09,3.4133999347686768,3.385999917984009,3.3970000743865967,3.3970000743865967,0.0,3.3970000743865967
2012-03-12,3.4147000312805176,3.3886001110076904,3.3896000385284424,3.389899969100952,0.0,3.389899969100952
2012-03-13,3.4268999099731445,3.3986001014709473,3.405600070953369,3.405600070953369,0.0,3.405600070953369
2012-03-14,3.4316000938415527,3.4033000469207764,3.407900094985962,3.4079999923706055,0.0,3.4079999923706055
2012-03-15,3.4268999099731445,3.4117000102996826,3.421799898147583,3.420799970626831,0.0,3.420799970626831
2012-03-16,3.4279000759124756,3.4042999744415283,3.406399965286255,3.407900094985962,0.0,3.407900094985962
2012-03-19,3.4235000610351562,3.397700071334839,3.410799980163574,3.4096999168395996,0.0,3.4096999168395996
2012-03-20,3.4323999881744385,3.3993000984191895,3.403700113296509,3.403700113296509,0.0,3.403700113296509
2012-03-21,3.4481000900268555,3.410399913787842,3.4161999225616455,3.4161999225616455,0.0,3.4161999225616455
2012-03-22,3.460599899291992,3.4326999187469482,3.4346001148223877,3.4349000453948975,0.0,3.4349000453948975
